path,category,slug,w,h,orientation,quality,publish,people,tags,alt_cs,alt_en,alt_de,caption_cs,caption_en,caption_de,source_file,note
/images/library/fitness/over-shoulder-stretch.jpg,fitness,over-shoulder-stretch,1600,1067,landscape,good,yes,yes,fitness personal-trainer stretching portrait interior,Pohled přes rameno rozostřeného trenéra na ostrou ženu provádějící protažení krku v obloženém sále.,Over-the-shoulder view of a blurred trainer with a woman in focus performing a neck stretch in the tiled hall.,"Blick über die Schulter eines unscharfen Trainers auf eine Frau im Fokus, die im gefliesten Saal eine Nackendehnung ausführt.",Intimní pohled přes rameno trenéra během vedeného protažení krku.,An intimate over-the-shoulder view of the guided neck stretch.,Eine intime Ansicht über die Schulter des Trainers während der angeleiteten Nackendehnung.,_Rykovský_foto five konzept/Marianske-lazne-fit-20.jpg,"Same series as P121/P122/P124/P126, artistic OTS crop"
/images/library/fitness/physio-posture-check.jpg,fitness,physio-posture-check,1067,1600,portrait,good,yes,yes,fitness personal-trainer posture physiotherapy gym portrait,Fyzioterapeut pokládá ruce na ramena mladé ženy a kontroluje její držení těla u žebřin v tréninkové místnosti.,Physiotherapist places hands on a young woman's shoulders while checking her posture at wooden wall bars in a training studio.,Physiotherapeut legt die Hände auf die Schultern einer jungen Frau und prüft ihre Haltung an der Sprossenwand im Trainingsraum.,"Než trénink začne, trenér zkontroluje držení těla a postavení ramen u žebřin.","Before any exercise begins, the trainer checks posture and shoulder alignment at the wall bars.","Bevor das Training beginnt, prüft der Trainer Haltung und Schulterstellung an der Sprossenwand.",_Rykovský_foto five konzept/Marianske-lazne-fit-39.jpg,Nike logo visible on client's shirt; small badge logo on trainer's shirt. Same session as P140/P141.
/images/library/fitness/pilates-studio-chair-arc.jpg,fitness,pilates-studio-chair-arc,1600,1076,landscape,good,yes,no,fitness pilates studio wellness historic-interior equipment,Čalouněná pilates židle a zakřivený barrel stojí u vysokých oken ve stejném kachlíkovém studiu osvětleném svíčkami.,A padded Pilates chair and curved barrel apparatus stand beside tall windows in the same tiled candlelit studio.,"Ein gepolsterter Pilates-Chair und ein gebogenes Barrel-Gerät stehen neben hohen Fenstern im selben gekachelten, kerzenerleuchteten Studio.",Denní světlo z vysokých oken se v tomto historickém pilates studiu snoubí se svitem svíček.,Daylight from tall windows meets candle glow in this historic Pilates studio.,Tageslicht durch hohe Fenster trifft auf Kerzenschein in diesem historischen Pilates-Studio.,_Rykovský_foto five konzept/Marianske-lazne-fit-02.jpg,small 'five' brand logo visible on wall poster/signage; same studio and lighting setup as P109 with different equipment in frame
/images/library/fitness/posture-assessment-closeup.jpg,fitness,posture-assessment-closeup,1600,1067,landscape,good,yes,yes,fitness personal-trainer posture physiotherapy gym portrait,"Fyzioterapeut drží ramena mladé ženy při kontrole postoje u žebřin, detailní záběr na obličej.","Physiotherapist holds a young woman's shoulders during a posture check at wooden wall bars, close framing on her face.","Physiotherapeut hält die Schultern einer jungen Frau bei der Haltungskontrolle an der Sprossenwand, Nahaufnahme des Gesichts.",Pozorné vyšetření: každá lekce začíná pečlivým pohledem na držení těla.,Attentive assessment: every session starts with a careful look at posture and alignment.,Aufmerksame Analyse: Jede Einheit beginnt mit einem genauen Blick auf Haltung und Ausrichtung.,_Rykovský_foto five konzept/Marianske-lazne-fit-42.jpg,"Near-duplicate of P139 and P140 - same session, same subjects."
/images/library/fitness/seated-fascia-stretch.jpg,fitness,seated-fascia-stretch,1600,1067,landscape,good,yes,yes,fitness stretching gym equipment interior,"Žena se opírá na dřevěné lavici fasciálního stimulátoru s rukama opřenýma po obou stranách, v pozadí obložená stěna studia.","Woman leaning back on a wooden fascia-stimulator bench with hands braced on either side, tiled studio wall behind.","Frau lehnt sich auf einer hölzernen Faszienstimulator-Bank zurück, Hände beidseitig abgestützt, im Hintergrund gefliester Studiowand.","Další záběr cvičení na fascie, součást konceptu aktivní regenerace studia.","Another angle of the fascia-release routine, part of the studio's active-recovery concept.","Eine weitere Ansicht der Faszien-Übung, Teil des Active-Recovery-Konzepts des Studios.",_Rykovský_foto five konzept/Marianske-lazne-fit-08.jpg,"Same apparatus and pose family as P113, different crop"
/images/library/fitness/senior-side-stretch.jpg,fitness,senior-side-stretch,1114,1600,portrait,good,yes,yes,fitness senior stretching physiotherapy gym-equipment portrait,Starší žena v květovaném tričku se protahuje do strany na dřevěném cvičebním rámu se zdviženou paží.,"Senior woman in a floral top stretches sideways on a wooden gymnastics frame, arm raised overhead.","Ältere Frau in geblümter Bluse dehnt sich seitlich an einem hölzernen Turngerät, Arm über dem Kopf gehoben.",Starší hostka pracuje na flexibilitě a pohyblivosti páteře pomocí dřevěného cvičebního rámu.,A senior guest works on flexibility and spinal mobility using the wooden exercise frame.,Eine ältere Gästin arbeitet mit dem hölzernen Übungsrahmen an Beweglichkeit und Wirbelsäulenmobilität.,_Rykovský_foto five konzept/Marianske-lazne-fit-49.jpg,"Near-duplicate of P147 and P148, same pose and session."
/images/library/fitness/senior-stretch-mirror.jpg,fitness,senior-stretch-mirror,1094,1600,portrait,good,yes,yes,fitness senior stretching physiotherapy gym-equipment group,"Starší žena se protahuje do strany na dřevěném cvičebním rámu, v zrcadle za ní jsou vidět další dva účastníci.","Senior woman stretches sideways on a wooden exercise frame, with two more participants reflected in a mirror behind.","Ältere Frau dehnt sich seitlich an einem hölzernen Übungsrahmen, im Spiegel dahinter sind zwei weitere Teilnehmer zu sehen.","V pozadí zrcadla odhalují zbytek skupiny, jak pokračuje ve stejném protahovacím cviku.","In the background, mirrors reveal the rest of the group continuing the same stretching exercise.","Im Hintergrund zeigen die Spiegel, wie der Rest der Gruppe dieselbe Dehnübung fortsetzt.",_Rykovský_foto five konzept/Marianske-lazne-fit-51.jpg,Near-duplicate of P146 and P147.
/images/library/fitness/senior-stretch-trainer.jpg,fitness,senior-stretch-trainer,1600,1067,landscape,good,yes,yes,fitness senior stretching physiotherapy gym-equipment group personal-trainer,"Starší žena se protahuje do strany na dřevěném rámu, poblíž na ni dohlíží trenér v tyrkysovém tričku.",Senior woman stretches sideways on the wooden frame while a trainer in teal looks on nearby.,"Ältere Frau dehnt sich seitlich am Holzrahmen, während ein Trainer im türkisfarbenen Shirt in der Nähe zusieht.","Trenér zůstává nablízku, zatímco hosté společně provádí sérii protahovacích cviků.",A trainer stays close by as guests work through the stretching sequence together.,"Ein Trainer bleibt in der Nähe, während die Gäste die Dehnübungen gemeinsam durchführen.",_Rykovský_foto five konzept/Marianske-lazne-fit-52.jpg,Same setting/session as P146-P148.
/images/library/fitness/senior-stretch-wide.jpg,fitness,senior-stretch-wide,1600,1067,landscape,good,yes,yes,fitness senior stretching physiotherapy gym-equipment historic-interior,"Starší žena se protahuje do strany na dřevěném cvičebním rámu, širší záběr na kachlovou tréninkovou místnost.","Senior woman stretches sideways on a wooden exercise frame, wider shot showing the tiled training room.","Ältere Frau dehnt sich seitlich an einem hölzernen Übungsrahmen, weiterer Ausschnitt des gekachelten Trainingsraums.",Širší záběr ukazuje celé dřevěné nářadí a historické kachlové stěny místnosti.,The wider view shows the full wooden apparatus and the room's period tiled walls.,Die weitere Ansicht zeigt das komplette Holzgerät und die historischen Kachelwände des Raumes.,_Rykovský_foto five konzept/Marianske-lazne-fit-50.jpg,Near-duplicate of P146 and P148.
/images/library/fitness/smiling-fitness-portrait.jpg,fitness,smiling-fitness-portrait,1067,1600,portrait,good,yes,yes,fitness gym training portrait interior equipment,Žena ve sportovním oblečení se usmívá a opírá o dřevěný cvičební přístroj ve fitness studiu.,Woman in black sportswear smiling while resting on a wooden training apparatus in a spa-town fitness studio.,"Frau in schwarzer Sportkleidung lächelt, während sie sich auf einem hölzernen Trainingsgerät im Fitnessstudio abstützt.",Uvolněný okamžik během tréninku v rámu původních secesních obkladů studia.,"A relaxed moment mid-session, framed by the studio's original Art Nouveau tilework.","Ein entspannter Moment während des Trainings, gerahmt von den originalen Jugendstilfliesen des Studios.",_Rykovský_foto five konzept/Marianske-lazne-fit-04.jpg,"Near-duplicate of P111, same setup and outfit"
/images/library/fitness/socks-on-roller.jpg,fitness,socks-on-roller,1600,1067,landscape,good,yes,yes,fitness detail equipment gym interior,Detail chodidel v černých ponožkách opřených o polstrovaný váleček dřevěného cvičebního přístroje.,Close-up of feet in black socks resting on a padded roller of a wooden fitness apparatus.,Nahaufnahme von Füßen in schwarzen Socken auf einer gepolsterten Rolle eines hölzernen Trainingsgeräts.,Klidný detail z tréninku fascií – chodidla v ponožkách na polstrovaném válečku přístroje.,"A quiet detail from the fascia-training routine, sock-clad feet resting on the equipment's padded roller.",Ein ruhiges Detail aus dem Faszientraining: bestrumpfte Füße auf der gepolsterten Rolle des Geräts.,_Rykovský_foto five konzept/Marianske-lazne-fit-07.jpg,
/images/library/fitness/solo-overhead-stretch.jpg,fitness,solo-overhead-stretch,1600,1067,landscape,good,yes,yes,fitness gym stretching equipment portrait,"Žena sama u dřevěného nástěnného přístroje se zdviženýma pažemi nad hlavou, na dřevěném panelu viditelné malé logo five.","Woman alone at the wooden wall apparatus, both arms raised overhead, small five logo visible on the wood panel.","Frau allein am hölzernen Wandgerät, beide Arme über dem Kopf erhoben, kleines five-Logo auf der Holzplatte sichtbar.","Sólové protažení u nástěnného přístroje, v pozadí nenápadně logo five.","A solo stretch at the wall apparatus, the five logo quietly marking the studio's identity.","Eine solo ausgeführte Dehnübung am Wandgerät, das five-Logo dezent im Hintergrund.",_Rykovský_foto five konzept/Marianske-lazne-fit-35.jpg,five studio logo visible on wooden panel
/images/library/fitness/standing-arm-reach.jpg,fitness,standing-arm-reach,1067,1600,portrait,good,yes,yes,fitness personal-trainer gym equipment historic-architecture,"Trenér vede ženu stojící u dřevěného cvičebního přístroje s jednou paží nataženou, v pozadí historický sál s obloukovým oknem.","Trainer guides a woman standing at a wooden apparatus with one arm reaching out, historic hall with arched window behind.","Trainer leitet eine Frau an einem hölzernen Trainingsgerät an, ein Arm ausgestreckt, im Hintergrund historischer Saal mit Bogenfenster.","Cvičení na rovnováhu vestoje, vedené trenérem na nástěnném přístroji studia.",A standing balance exercise guided by a trainer on the studio's wall-mounted apparatus.,"Eine stehende Balanceübung, angeleitet vom Trainer am wandmontierten Gerät des Studios.",_Rykovský_foto five konzept/Marianske-lazne-fit-28.jpg,Part of a near-identical four-frame sequence with P132/P133/P134
/images/library/fitness/stretch-in-tiled-alcove.jpg,fitness,stretch-in-tiled-alcove,1163,1600,portrait,hero,yes,yes,fitness personal-trainer stretching historic-architecture interior,Trenér vede protažení krku ženy na dřevěné plošině ve zdobeném obloženém oblouku historického sálu.,Trainer guides a woman's neck stretch on a wooden platform inside an ornate tiled archway of the historic hall.,Trainer leitet eine Nackendehnung einer Frau auf einer Holzplattform in einem verzierten gefliesten Torbogen des historischen Saals an.,Obložený oblouk rámuje vedené protažení krku a ramen v historickém sále.,The tiled archway frames a guided neck-and-shoulder release in the historic hall.,Der geflieste Torbogen rahmt eine angeleitete Nacken-Schulter-Übung im historischen Saal.,_Rykovský_foto five konzept/Marianske-lazne-fit-19.jpg,Same series as P121/P122/P125/P126
/images/library/fitness/trainer-assisted-stretch.jpg,fitness,trainer-assisted-stretch,1600,1067,landscape,good,yes,yes,fitness personal-trainer stretching physiotherapy historic-interior gym-equipment,Trenér přidržuje ženu předklánějící se na dřevěném cvičebním rámu v místnosti se zelenou kachlovou stěnou a obloukovými okny.,Trainer braces a woman bent forward over a wooden training frame in a room with green tiled wall and arched windows.,Trainer stützt eine nach vorne gebeugte Frau an einem hölzernen Trainingsgerät in einem Raum mit grüner Kachelwand und Bogenfenstern.,Individuální protahovací lekce v historickém cvičebním sále s výraznými zelenými kachlovými obklady.,A one-to-one stretching session in the historic exercise hall with its distinctive green ceramic tiling.,Eine Eins-zu-eins-Dehneinheit im historischen Übungssaal mit der markanten grünen Keramikverfliesung.,_Rykovský_foto five konzept/Marianske-lazne-fit-47.jpg,"Near-duplicate of P145, same session as P143."
/images/library/fitness/trainer-client-smile.jpg,fitness,trainer-client-smile,1600,1067,landscape,hero,yes,yes,fitness personal-trainer portrait stretching interior,"Trenér a žena se na sebe vřele usmívají, jeho ruce na jejích ramenou, po vedeném protažení v obloženém sále.","Trainer and woman both smiling warmly, his hands on her shoulders, after a guided stretch in the tiled hall.","Trainer und Frau lächeln sich herzlich an, seine Hände auf ihren Schultern, nach einer angeleiteten Dehnübung im gefliesten Saal.",Upřímný úsměv mezi trenérem a klientkou po sezení vedeného protahování.,A genuine smile shared between trainer and client after a session of guided stretching.,Ein herzliches Lächeln zwischen Trainer und Klientin nach einer Sitzung angeleiteter Dehnübungen.,_Rykovský_foto five konzept/Marianske-lazne-fit-21.jpg,Same series as P121/P122/P124/P125
/images/library/fitness/trainer-group-session.jpg,fitness,trainer-group-session,1600,900,landscape,good,yes,yes,fitness personal-trainer group-fitness functional-training resistance-bands gym,"Trenér předvádí cvik s odporovou gumou na žebřinách, účastníci sledují a cvičí s ním.",A trainer demonstrates a resistance-band exercise on a wall ladder frame as gym members watch and follow.,"Ein Trainer zeigt an einer Sprossenwand eine Übung mit Widerstandsband, während Teilnehmer zusehen und mitmachen.",Osobní trenér vede ve fitness studiu funkční trénink v malé skupině.,A personal trainer leads a small-group functional-training session in the fitness studio.,Ein Personal Trainer leitet im Fitnessstudio ein funktionelles Gruppentraining in kleiner Runde.,foto Fitness and Nutrition/FitNut-6.jpg,
/images/library/fitness/trainer-high-five.jpg,fitness,trainer-high-five,1600,1067,landscape,hero,yes,yes,fitness personal-trainer high-five interior historic-architecture,Trenér a žena si s úsměvem plácnou rukama před zdobenou obloženou stěnou s viditelným malým logem five.,"Trainer and woman share a high-five, both smiling, in front of an ornate tiled wall with a small five logo visible.",Trainer und Frau geben sich lächelnd ein High-Five vor einer verzierten gefliesten Wand mit sichtbarem kleinen five-Logo.,Okamžik plácnutí rukou shrnuje energickou atmosféru tréninkových lekcí ve studiu.,A high-five moment sums up the energetic spirit of the studio's training sessions.,Ein High-Five-Moment fasst die energiegeladene Atmosphäre der Trainingseinheiten im Studio zusammen.,_Rykovský_foto five konzept/Marianske-lazne-fit-26.jpg,five studio logo faintly visible on wall poster; similar moment to P128
/images/library/fitness/trainer-neck-alignment.jpg,fitness,trainer-neck-alignment,1600,1067,landscape,good,yes,yes,fitness personal-trainer posture physiotherapy gym portrait,Fyzioterapeut zvedá ruku u hlavy mladé ženy při posuzování držení krku a ramen u žebřin.,Physiotherapist raises a hand near a young woman's head while assessing neck and shoulder posture at wall bars.,"Physiotherapeut hebt die Hand nahe dem Kopf einer jungen Frau, um Nacken- und Schulterhaltung an der Sprossenwand zu beurteilen.",Detailnější pohled na vyšetření postoje se zaměřením na krk a ramena.,"A closer look at posture assessment, focusing on neck and shoulder alignment.",Ein genauerer Blick auf die Haltungsanalyse mit Fokus auf Nacken und Schultern.,_Rykovský_foto five konzept/Marianske-lazne-fit-40.jpg,"Near-duplicate of P139 and P141 - same session, same subjects."
/images/library/fitness/trainer-shoulder-guidance.jpg,fitness,trainer-shoulder-guidance,1600,1067,landscape,good,yes,yes,fitness personal-trainer stretching historic-architecture interior,Trenér v polo tričku s logem Ensana stojí za ženou s rukama na jejích ramenou a vede protažení vsedě před zdobenou obloženou nikou.,"Trainer with an Ensana-branded polo shirt stands behind a woman, hands on her shoulders, guiding a seated stretch by an ornate tiled niche.","Trainer in Poloshirt mit Ensana-Logo steht hinter einer Frau, Hände auf ihren Schultern, und leitet eine sitzende Dehnübung vor einer verzierten gefliesten Nische an.",Trenér vede protažení ramen a krku vsedě ve zdobené obložené nice studia.,A trainer guides a seated shoulder-and-neck release in the studio's ornate tiled alcove.,Ein Trainer leitet eine sitzende Schulter-Nacken-Übung in der kunstvoll gefliesten Nische des Studios an.,_Rykovský_foto five konzept/Marianske-lazne-fit-16.jpg,Ensana logo visible on trainer's shirt; part of a stretch series with P122/P124/P125/P126
/images/library/fitness/trainer-side-stretch.jpg,fitness,trainer-side-stretch,1067,1600,portrait,hero,yes,yes,fitness personal-trainer stretching gym interior training,"Trenér v tyrkysovém polo tričku pomáhá usmívající se ženě s bočním protažením na dřevěném přístroji, nad nimi hodiny.","Trainer in a teal polo assists a smiling woman in a side stretch on a wooden apparatus, wall clock above.","Trainer im türkisfarbenen Poloshirt unterstützt eine lächelnde Frau bei einer seitlichen Dehnung an einem Holzgerät, darüber eine Wanduhr.","Osobní trenér vede boční protažení, jedno z typických mobilizačních cvičení studia.","A personal trainer guides a side stretch, one of the studio's signature mobility exercises.","Ein Personal Trainer leitet eine seitliche Dehnung an, eine der charakteristischen Mobilitätsübungen des Studios.",_Rykovský_foto five konzept/Marianske-lazne-fit-09.jpg,
/images/library/fitness/wide-shot-stretch-hall.jpg,fitness,wide-shot-stretch-hall,1600,1048,landscape,good,yes,yes,fitness gym historic-architecture interior training,Podélný záběr ženy protahující se na dřevěném přístroji v historickém obloženém sále s obloukovými okny.,Landscape view of a woman stretching on a wooden apparatus inside a historic tiled hall with arched windows.,Querformataufnahme einer Frau bei einer Dehnübung auf einem Holzgerät in einem historischen gefliesten Saal mit Bogenfenstern.,Další pohled na stejné protažení na pozadí původní architektury sálu.,"A wider view of the same stretch, set against the hall's original architecture.",Eine weitere Perspektive derselben Dehnübung vor der originalen Architektur des Saals.,_Rykovský_foto five konzept/Marianske-lazne-fit-15.jpg,"Near-duplicate of P119, alternate orientation/crop of the same shot"
/images/library/fitness/wide-standing-stretch.jpg,fitness,wide-standing-stretch,1600,1067,landscape,good,yes,yes,fitness personal-trainer gym equipment historic-architecture,"Trenér a žena u dřevěného nástěnného přístroje, širší pohled na cvičení na rovnováhu v historickém sále.","Trainer and woman at a wooden wall apparatus, wider view of the balance exercise in the historic hall.","Trainer und Frau an einem hölzernen Wandgerät, weiterer Blick auf die Balanceübung im historischen Saal.",Širší pohled na cvičení na rovnováhu uprostřed historického prostředí studia.,"A wider view of the balance exercise, set within the studio's historic surroundings.",Ein weiterer Blick auf die Balanceübung inmitten der historischen Umgebung des Studios.,_Rykovský_foto five konzept/Marianske-lazne-fit-31.jpg,Near-duplicate of P131/P132
/images/library/hotels/blue-barstools-closeup.jpg,hotels,blue-barstools-closeup,1600,1067,landscape,good,yes,yes,hotels interior detail,"Detail modře čalouněných barových stoliček u hotelového baru, v pozadí rozostřená šachovnicová podlaha a zrcadlová stěna.","Close-up of blue upholstered barstools at a hotel bar counter, checkerboard floor and mirrored wall in soft focus behind.","Nahaufnahme blau gepolsterter Barhocker an einer Hoteltheke, Schachbrettboden und Spiegelwand im Hintergrund unscharf.","Vkusné detaily u hotelového baru, připravené na večerní drink.","Refined details at the hotel bar, ready for an evening drink.","Feine Details an der Hotelbar, bereit für einen Abenddrink.",marienbad-13.jpg,"A blurred figure is faintly visible in the background reflection, not identifiable."
/images/library/hotels/grand-hotel-facade.jpg,hotels,grand-hotel-facade,1600,1067,landscape,hero,yes,no,hotel facade architecture exterior street historic,Krémově bílá novobarokní lázeňská budova se strmou mansardovou střechou a vikýři pod jasně modrou oblohou.,Cream and white neo-Baroque spa hotel with a steep mansard roof and dormers under a clear blue sky.,Cremeweißes neobarockes Kurhotel mit steilem Mansarddach und Gauben unter klarem blauem Himmel.,Honosná lázeňská budova se tyčí nad klidnou ulicí v Mariánských Lázních za jasného letního odpoledne.,A grand spa-era hotel rises above a quiet street in Mariánské Lázně on a bright summer afternoon.,Ein prachtvolles Kurhotel erhebt sich an einer ruhigen Straße in Marienbad an einem strahlenden Sommertag.,marienbad-15.jpg,
/images/library/hotels/grand-lobby-archway.jpg,hotels,grand-lobby-archway,1600,1076,landscape,hero,yes,no,hotel lobby reception architecture interior,"Zdobený bílo-zlatý oblouk rámující hotelovou recepci v pozadí, s vzorovaným kobercem.","Ornate white and gold archway framing a hotel reception desk beyond, with a patterned carpet floor.","Verzierter weiß-goldener Torbogen, der den dahinterliegenden Hotelempfang rahmt, mit gemustertem Teppichboden.",Zlacené štukové oblouky vedou hosty ve vstupní hale tohoto grandhotelu k recepci.,Gilded stucco arches usher guests toward the reception in this grand hotel's entrance hall.,Vergoldete Stuckbögen geleiten die Gäste in der Eingangshalle dieses Grandhotels zum Empfang.,marienbad-24.jpg,
/images/library/hotels/grandhotel-pacifik-exterior.jpg,hotels,grandhotel-pacifik-exterior,1600,1066,landscape,hero,yes,no,hotel facade exterior architecture statue,Žlutá novobarokní hotelová budova s nápisem 'Grandhotel Pacifik' a sochami na střeše pod jasnou oblohou.,Yellow neo-Baroque hotel building with 'Grandhotel Pacifik' signage and rooftop statues under a clear sky.,Gelbes neobarockes Hotelgebäude mit dem Schriftzug 'Grandhotel Pacifik' und Dachfiguren unter klarem Himmel.,Zdobená žlutá fasáda a sochy na střeše Grandhotelu Pacifik zachycují poledne slunce.,The Grandhotel Pacifik's ornate yellow facade and rooftop statues catch the midday sun.,Die verzierte gelbe Fassade und die Dachfiguren des Grandhotel Pacifik fangen die Mittagssonne ein.,marienbad-5.jpg,Named hotel signage ('Grandhotel Pacifik') visible on the building.
/images/library/hotels/grandhotel-pacifik-rooftop.jpg,hotels,grandhotel-pacifik-rooftop,1600,1066,landscape,good,yes,no,hotel statue rooftop detail signage,"Detail střechy Grandhotelu Pacifik s okřídlenými sochami, hodinami a nápisem 'Grandhotel Pacifik'.","Close-up of the Grandhotel Pacifik's rooftop with winged statues, a clock and 'Grandhotel Pacifik' signage.","Nahaufnahme des Daches des Grandhotel Pacifik mit geflügelten Statuen, einer Uhr und dem Schriftzug 'Grandhotel Pacifik'.",Okřídlené bronzové postavy a věžní hodiny korunují Grandhotel Pacifik nad korunami stromů.,Winged bronze figures and a rooftop clock crown the Grandhotel Pacifik above the treetops.,Geflügelte Bronzefiguren und eine Turmuhr krönen das Grandhotel Pacifik über den Baumwipfeln.,marienbad-6.jpg,"Named hotel signage visible; near-duplicate composition of P075 (same rooftop, same angle)."
/images/library/hotels/hotel-lobby-bar.jpg,hotels,hotel-lobby-bar,1600,1046,landscape,good,yes,no,hotel lobby bar interior,"Hotelový lobby bar s pruhovanými křesly, kulatými stolky, klavírem a televizí na zdi.","Hotel lobby bar with striped armchairs, round tables, a grand piano and a wall-mounted television.","Hotel-Lobbybar mit gestreiften Sesseln, runden Tischen, einem Flügel und einem wandmontierten Fernseher.",Klidný lobby bar s klavírem zve hosty k odpočinku po dni plném procedur.,A quiet lobby bar with a grand piano invites guests to unwind after a day of treatments.,"Eine ruhige Lobbybar mit Flügel lädt die Gäste ein, nach einem Tag voller Anwendungen zu entspannen.",marienbad-23.jpg,"Furnishings and TV look dated; useful only for supporting gallery content, not a hero shot."
/images/library/hotels/hotel-lobby-mezzanine.jpg,hotels,hotel-lobby-mezzanine,1600,1321,landscape,good,yes,no,hotel lobby interior chandelier,"Galerie hotelové haly s kovaným zábradlím, lustry a bystami na podstavcích.","Hotel lobby mezzanine with wrought-iron balustrade, chandeliers and sculpted busts on pedestals.","Hotellobby-Galerie mit schmiedeeisernem Geländer, Kronleuchtern und Büsten auf Sockeln.",Kované zábradlí a lustry rámují pohled dolů do haly grandhotelu.,Wrought-iron balustrades and chandeliers frame the view down into a grand hotel's lobby.,Schmiedeeiserne Geländer und Kronleuchter rahmen den Blick hinab in die Lobby eines Grandhotels.,marienbad-9.jpg,
/images/library/hotels/hotel-lounge-bar-seating.jpg,hotels,hotel-lounge-bar-seating,1600,1089,landscape,weak,no,no,hotels interior lifestyle,"Hotelový salonek s křesly s květinovým čalouněním, kulatými stolky a malým barovým pultem se stoličkami, velká okna s průsvitnými závěsy.","Hotel lounge with floral-upholstered armchairs, round tables, and a small bar counter with stools, large windows with sheer curtains.","Hotellounge mit geblümt gepolsterten Sesseln, runden Tischen und einer kleinen Bartheke mit Hockern, große Fenster mit transparenten Vorhängen.",Klidný kout na kávu nebo drink mezi lázeňskými procedurami.,A quiet corner for coffee or a drink between spa appointments.,Eine ruhige Ecke für Kaffee oder einen Drink zwischen den Kuranwendungen.,marienbad-11.jpg,Dated 1990s/2000s furnishings and styling.
/images/library/hotels/hotel-reception-lobby.jpg,hotels,hotel-reception-lobby,1600,1068,landscape,hero,yes,no,hotels interior architecture,"Elegantní hotelová recepce se šachovnicovou mramorovou podlahou, křišťálovým lustrem, zlaceným recepčním pultem a modře čalouněným sezením.","Elegant hotel reception lobby with a checkerboard marble floor, crystal chandelier, gilded reception desk, and blue upholstered seating.","Elegante Hotellobby mit Schachbrettmuster-Marmorboden, Kristallleuchter, vergoldetem Empfangstresen und blau gepolsterten Sitzmöbeln.",Šachovnicový mramor a křišťálové světlo naladí hosty hned při příchodu.,Checkerboard marble and crystal light set the tone the moment guests arrive.,Schachbrettmarmor und Kristallglanz stimmen die Gäste schon beim Eintreffen ein.,marienbad-12.jpg,
/images/library/hotels/hotel-reception-lobby-02.jpg,hotels,hotel-reception-lobby-02,1600,1011,landscape,good,yes,no,hotel lobby reception interior,"Hotelová hala se sloupy, dřevěnou recepcí s nápisem 'RECEPCE' a vínově červeným kobercem.","Hotel lobby with columns, wooden reception desk labeled 'RECEPCE', and burgundy carpet.","Hotellobby mit Säulen, hölzernem Empfangstresen mit der Aufschrift 'RECEPCE' und bordeauxrotem Teppich.",Jemně osvětlená hala vede hosty pod zaoblenými sloupy k recepčnímu pultu.,A softly lit lobby leads guests toward the reception desk beneath rounded columns.,Eine sanft beleuchtete Lobby führt die Gäste unter runden Säulen zum Empfangstresen.,marienbad-22.jpg,"Interior styling reads somewhat dated (carpet pattern, lighting)."
/images/library/hotels/pacifik-rooftop-detail.jpg,hotels,pacifik-rooftop-detail,1600,1066,landscape,good,yes,no,hotel statue rooftop detail signage,"Detail střechy Grandhotelu Pacifik s okřídlenými sochami, hodinami a nápisem 'Grandhotel Pacifik'.","Close-up of the Grandhotel Pacifik's rooftop with winged statues, clock and 'Grandhotel Pacifik' signage.","Nahaufnahme des Daches des Grandhotel Pacifik mit geflügelten Statuen, Uhr und dem Schriftzug 'Grandhotel Pacifik'.",Okřídlené bronzové postavy shlížejí ze střechy Grandhotelu Pacifik na okolní domy.,Winged bronze figures watch over the rooftops from atop the Grandhotel Pacifik.,Geflügelte Bronzefiguren wachen von den Türmen des Grandhotel Pacifik über die Dächer.,mb_29_B.jpg,"Same subject, framing and resolution as P070 — near-identical duplicate; keep only one in final selects."
/images/library/hotels/robed-guests-historic-hall.jpg,hotels,robed-guests-historic-hall,1600,1067,landscape,good,yes,yes,hotel robe interior architecture relaxation couple,Žena a muž v bílých županech odpočívají na lavicích v honosném historickém interiéru hotelu se svícemi.,A woman and man in white spa robes relax on benches in an ornate historic hotel interior with candles.,Eine Frau und ein Mann in weißen Bademänteln entspannen auf Bänken in einem prunkvollen historischen Hotelinterieur mit Kerzen.,Hosté odpočívají v županech mezi zlacenými interiéry historického lázeňského hotelu v Mariánských Lázních.,Guests unwind in bathrobes amid the gilded interiors of a historic Mariánské Lázně spa hotel.,Gäste entspannen im Bademantel inmitten der goldverzierten Innenräume eines historischen Marienbader Kurhotels.,02_kabina.jpg,Dated styling
/images/library/lifestyle/arms-raised-celebration.jpg,lifestyle,arms-raised-celebration,1600,1067,landscape,good,yes,yes,lifestyle portrait fitness wellness,"Detailní portrét usmívající se ženy se široce rozevřenýma rukama, v rozostřeném pozadí dveře s logem studia five.","Close portrait of a smiling woman with arms raised wide, blurred doorway with the five studio logo behind her.","Nahporträt einer lächelnden Frau mit weit erhobenen Armen, im unscharfen Hintergrund die Tür mit dem five-Studio-Logo.",Radostná póza vystihuje energii fitness konceptu five.,A joyful pose captures the energy of the five fitness concept.,Eine freudige Pose fängt die Energie des five-Fitnesskonzepts ein.,_Rykovský_foto five konzept/Marianske-lazne-fit-23.jpg,five studio logo clearly visible on background signage
